date,war,semic,hknewmed,game,newmed,noblemetal,bank,micro,photovoltaic,rareearth,ai,communication,hkdividend,5g,construction,cloudcompute,liquor,hktech,medicine,colormetal,computer,trader,cnmedicine,coal,medical,newenergy,farming,sports,software,hkmedicine,electrical,insurance,consumerelectronics,steel,realestate,hkcomsumer,battery,newenergycar,homeelectricappliance,food,envprotection
2025-01-06,9763.68,5846.52,560.28,1374.41,1544.07,1759.14,6970.02,,2164.26,1536.25,1177.62,1033.23,4150.1,909.76,7652.0,3877.08,9746.68,2358.31,7531.71,1615.71,6215.04,765.18,10094.44,2102.22,6339.82,1886.09,4537.68,1432.48,11987.71,1952.51,2743.35,2084.32,3278.46,888.14,2761.27,1261.83,2401.3,1855.17,11033.84,15650.31,1401.93
2025-01-07,9936.75,6102.77,555.01,1405.28,1522.02,1794.88,7003.93,,2176.92,1571.77,1215.49,1069.51,4104.25,940.78,7643.02,3981.1,9787.33,2324.98,7418.86,1648.48,6351.18,773.68,9930.15,2085.58,6264.1,1889.16,4553.06,1459.47,12236.14,1936.5,2723.19,2083.23,3416.84,889.68,2790.34,1238.13,2417.55,1872.37,11213.48,15684.75,1398.42
2025-01-08,9867.07,6113.36,544.97,1397.24,1506.74,1784.98,7050.45,,2171.78,1547.48,1209.37,1058.99,4087.15,931.48,7601.24,3935.69,9738.14,2282.37,7356.21,1622.71,6283.01,766.89,9872.3,2062.31,6204.39,1880.89,4497.14,1458.78,12125.8,1906.38,2741.83,2094.63,3386.69,879.52,2778.42,1218.1,2406.29,1854.47,11482.67,15680.39,1397.57
2025-01-09,10006.74,6135.38,549.05,1403.79,1503.54,1786.15,6991.99,,2158.05,1561.8,1213.12,1073.2,4045.38,943.36,7517.25,3969.74,9784.23,2297.51,7321.26,1630.15,6349.2,762.67,9802.36,2038.16,6163.63,1875.85,4473.19,1459.31,12235.62,1924.76,2698.48,2076.11,3411.32,873.74,2777.4,1221.79,2435.9,1875.14,11602.96,15667.41,1391.55
2025-01-10,9868.93,6101.3,543.37,1367.49,1487.55,1784.96,6945.1,,2086.65,1549.03,1179.47,1043.21,4015.16,915.21,7395.1,3830.79,9611.94,2270.45,7238.02,1624.5,6174.44,749.55,9601.77,2004.51,6080.04,1827.98,4400.05,1411.17,11936.76,1898.13,2652.27,2039.28,3374.31,859.04,2699.72,1202.9,2396.2,1863.69,11284.53,15405.81,1361.98
2025-01-13,9872.63,6081.72,537.95,1377.57,1495.66,1816.25,6866.24,,2094.47,1565.19,1176.1,1037.81,4012.53,909.87,7369.43,3852.31,9719.22,2248.91,7266.84,1660.44,6194.8,752.61,9580.99,1999.18,6136.45,1841.6,4422.33,1408.69,12045.55,1883.53,2640.5,2018.65,3349.38,865.51,2730.01,1185.46,2405.29,1876.61,11055.76,15465.4,1365.17
2025-01-14,10225.48,6324.72,552.32,1443.53,1540.53,1825.63,6959.41,,2166.66,1628.57,1228.49,1083.76,4057.89,954.89,7581.14,4075.78,10011.88,2325.64,7453.51,1686.02,6560.21,784.09,9818.0,2038.23,6312.45,1898.8,4533.53,1476.71,12837.82,1933.35,2686.41,2061.45,3494.16,886.74,2814.03,1219.14,2502.98,1951.76,11422.44,15788.38,1402.77
2025-01-15,10054.9,6313.0,545.3,1450.18,1523.53,1794.45,7015.92,,2178.82,1621.45,1217.67,1063.31,4058.68,939.99,7539.98,4036.41,9979.58,2326.72,7375.32,1665.21,6472.22,776.52,9744.33,2024.74,6223.33,1894.63,4498.25,1485.06,12660.34,1912.92,2680.72,2053.52,3449.43,886.77,2804.69,1217.28,2475.88,1930.77,11340.21,15691.43,1399.43
2025-01-16,10047.81,6177.66,544.94,1448.55,1520.94,1828.68,7081.33,,2208.1,1625.91,1216.61,1081.69,4074.53,952.45,7594.19,4079.4,9900.99,2352.19,7358.1,1696.22,6498.57,775.38,9723.73,2054.4,6231.06,1908.32,4506.96,1487.7,12770.72,1913.37,2683.11,2067.03,3413.31,896.14,2810.94,1233.67,2485.78,1931.41,11451.83,15623.67,1407.39
2025-01-17,10151.41,6328.22,555.51,1444.77,1527.47,1833.21,7035.6,,2201.16,1631.45,1221.52,1098.82,4063.44,963.87,7623.64,4077.42,9967.03,2384.96,7372.54,1701.98,6509.33,777.67,9799.23,2043.68,6239.76,1908.14,4563.2,1472.43,12788.73,1943.76,2679.55,2075.47,3482.28,889.08,2812.19,1239.06,2495.67,1943.11,11480.44,15766.81,1407.31
2025-01-20,10245.78,6320.39,564.53,1452.58,1559.15,1814.66,7006.5,1017.1,2210.5,1623.69,1237.2,1115.78,4055.76,980.14,7639.66,4113.55,10087.12,2441.5,7473.05,1689.47,6538.37,781.6,9777.6,2020.94,6301.42,1925.85,4548.98,1489.35,12813.37,1976.3,2671.27,2087.64,3524.62,893.58,2825.76,1270.88,2550.0,1970.84,11511.02,15830.04,1419.4
2025-01-21,10182.98,6415.0,565.59,1477.63,1551.05,1817.74,7005.06,1005.6,2180.45,1617.33,1263.3,1142.52,4074.62,1005.14,7600.56,4159.02,9998.24,2489.77,7465.5,1682.07,6610.63,783.66,9742.4,1993.9,6280.21,1899.43,4507.95,1500.66,12919.82,1982.81,2665.17,2082.94,3580.41,881.43,2860.48,1289.0,2543.59,1974.8,11563.66,15741.64,1405.62
2025-01-22,10109.1,6403.13,567.76,1455.22,1544.67,1841.85,6876.01,994.68,2146.31,1606.55,1280.06,1168.47,4049.55,1026.66,7523.48,4194.85,9808.08,2447.39,7402.06,1681.58,6604.35,780.06,9638.23,1976.37,6209.09,1872.4,4488.3,1475.92,12819.15,1979.03,2654.0,2050.86,3589.7,880.5,2764.93,1260.45,2497.4,1946.2,11393.58,15457.8,1385.98
2025-01-23,10024.7,6308.13,562.65,1462.16,1536.22,1821.32,7035.85,997.45,2135.32,1602.45,1259.64,1144.63,4083.32,1005.98,7551.03,4154.2,9798.87,2412.01,7396.8,1667.74,6566.58,782.95,9622.54,1983.64,6220.93,1867.58,4497.29,1474.96,12780.15,1969.23,2658.16,2121.9,3526.82,877.29,2793.18,1246.6,2480.97,1931.89,11362.11,15446.71,1381.96
2025-01-24,10128.87,6369.0,570.2,1499.78,1544.72,1840.22,7041.45,1006.54,2174.94,1634.37,1291.34,1172.34,4107.85,1031.74,7612.46,4308.85,9711.46,2480.57,7420.76,1684.71,6800.48,792.25,9608.72,2001.35,6263.93,1890.98,4529.37,1508.67,13375.86,2000.56,2654.09,2130.8,3594.6,895.24,2793.71,1273.09,2516.65,1961.73,11462.65,15398.86,1394.69
2025-01-27,10012.89,6193.43,574.44,1491.78,1543.66,1838.71,7140.76,1005.79,2137.86,1594.44,1258.28,1111.78,4139.6,982.03,7648.09,4207.23,9649.4,2491.71,7423.42,1679.08,6680.36,771.25,9651.58,2017.94,6236.14,1869.12,4572.01,1503.6,13269.96,2019.85,2693.51,2125.51,3489.96,905.27,2754.24,1287.2,2470.4,1928.01,11382.35,15361.97,1386.71
2025-02-05,10107.36,6363.02,580.01,1592.33,1549.14,1915.91,7024.58,1028.38,2137.87,1625.49,1299.24,1074.5,4126.93,963.36,7503.58,4452.25,9478.89,2642.37,7435.04,1697.9,7139.61,772.4,9711.46,1983.07,6278.91,1862.38,4542.97,1547.22,14286.42,2043.48,2670.48,2076.7,3543.55,897.14,2733.24,1338.22,2482.95,1948.53,11289.38,15057.3,1377.75
2025-02-06,10428.53,6637.98,604.58,1659.36,1569.22,1921.49,7026.64,1043.69,2181.44,1701.28,1335.8,1111.57,4156.89,999.13,7542.45,4581.55,9534.1,2743.01,7526.06,1717.49,7357.39,784.85,9755.78,1993.54,6405.08,1903.73,4556.92,1602.03,14745.81,2128.47,2689.24,2097.45,3657.51,907.48,2756.39,1362.54,2570.8,2041.34,11536.86,15165.06,1401.84
2025-02-07,10512.67,6658.07,604.25,1688.74,1582.75,1938.16,7004.73,1054.9,2264.32,1715.27,1376.45,1134.46,4155.87,1020.03,7664.69,4752.29,9661.13,2805.53,7639.01,1737.19,7584.54,801.22,9810.42,2018.72,6585.39,1957.82,4575.97,1620.87,15163.25,2124.84,2701.1,2122.4,3698.15,929.62,2818.57,1396.07,2623.97,2077.18,11723.53,15352.51,1435.67
2025-02-10,10617.61,6728.8,611.59,1751.92,1596.61,1963.95,7013.71,1082.18,2238.69,1716.33,1408.28,1142.44,4157.45,1024.4,7694.33,4896.0,9677.26,2869.0,7723.91,1743.59,7778.24,802.7,9824.66,2015.78,6777.04,1942.48,4572.7,1657.72,15645.02,2165.33,2690.61,2121.94,3724.77,939.33,2858.2,1428.95,2602.09,2067.67,11757.76,15395.67,1424.66
2025-02-11,10508.86,6652.5,598.4,1767.74,1576.2,1981.72,7078.62,1080.5,2197.09,1703.91,1399.31,1143.32,4161.92,1023.93,7675.61,4846.57,9568.11,2796.53,7637.9,1742.94,7691.78,796.89,9774.73,2003.59,6674.31,1909.86,4553.97,1661.52,15489.28,2112.67,2681.78,2112.25,3709.21,934.45,2808.55,1399.91,2574.09,2047.1,11740.24,15271.21,1406.55
2025-02-12,10592.98,6867.34,597.54,1829.31,1578.4,1945.71,7134.79,1084.91,2217.06,1711.31,1428.31,1169.36,4217.94,1049.04,7728.98,4984.53,9710.76,2894.55,7660.36,1731.87,7880.91,809.79,9790.64,1997.43,6724.83,1935.31,4571.12,1688.43,15969.35,2125.04,2687.78,2129.08,3816.29,934.48,2897.89,1442.1,2610.81,2085.88,11791.14,15438.05,1420.17
2025-02-13,10499.81,6668.07,589.21,1848.98,1569.61,1942.87,7139.69,1071.08,2187.67,1673.35,1399.07,1132.62,4168.78,1016.74,7713.58,4904.32,10055.15,2849.04,7641.58,1721.04,7738.62,805.09,9789.99,1994.39,6696.55,1926.7,4633.05,1674.3,15755.91,2100.47,2688.14,2125.83,3724.86,939.33,2916.87,1439.4,2595.26,2064.52,11760.95,15732.08,1417.02
2025-02-14,10494.21,6659.09,629.22,1955.12,1599.45,1958.41,7169.93,1072.18,2199.44,1673.59,1430.3,1138.7,4227.28,1024.01,7762.25,5121.28,10023.35,3024.82,7821.96,1733.06,8027.02,806.87,9882.69,1990.01,7007.07,1941.56,4625.72,1713.24,16306.55,2255.36,2688.58,2155.75,3737.89,934.16,2873.73,1521.55,2619.95,2096.64,11765.11,15683.35,1426.84
2025-02-17,10474.17,6743.73,637.03,1938.57,1608.75,1887.61,7149.48,1099.83,2215.51,1678.41,1462.18,1176.23,4265.47,1050.12,7763.64,5205.99,10069.68,3030.61,7848.33,1694.83,8072.8,809.46,9785.77,1972.57,7107.75,1943.71,4641.51,1735.12,16282.59,2265.34,2724.24,2155.67,3772.25,941.7,2888.97,1520.22,2615.43,2085.75,11805.05,15696.45,1430.6
2025-02-18,10199.27,6610.74,646.91,1870.89,1590.96,1895.17,7226.16,1073.09,2180.21,1653.38,1423.5,1147.27,4280.13,1025.1,7676.57,5016.43,9939.87,3119.16,7720.11,1681.22,7783.19,788.3,9642.78,1944.98,6923.59,1934.3,4577.53,1681.06,15637.04,2304.51,2722.1,2144.45,3698.57,929.13,2808.5,1563.66,2625.47,2091.92,11592.9,15505.83,1426.54
2025-02-19,10397.16,6894.0,655.87,1903.87,1595.51,1897.52,7193.36,1095.11,2214.55,1707.74,1462.14,1171.42,4242.95,1046.6,7791.19,5133.23,9990.69,3147.21,7755.54,1694.41,7986.74,798.53,9645.31,1932.0,7019.34,1958.0,4612.95,1698.17,16053.61,2324.54,2716.3,2143.06,3802.01,927.79,2843.52,1557.25,2673.79,2142.95,11716.19,15626.43,1438.38
2025-02-20,10560.67,6862.07,661.77,1869.13,1627.69,1914.48,7184.41,1108.78,2189.28,1729.99,1459.31,1177.84,4243.78,1054.59,7707.27,5125.81,9959.9,3081.67,7895.89,1700.97,7959.3,795.76,9633.45,1933.98,7234.8,1937.78,4593.09,1692.04,15990.56,2343.25,2711.87,2115.81,3811.87,936.45,2827.16,1520.1,2657.37,2137.59,11754.53,15622.08,1426.19
2025-02-21,10668.82,7213.57,698.26,1930.07,1676.91,1886.25,7093.65,1105.13,2202.93,1736.08,1544.15,1225.14,4286.87,1096.86,7704.28,5457.72,10043.17,3296.55,7995.16,1694.91,8379.28,812.32,9572.74,1924.24,7304.07,1960.75,4602.64,1726.32,16662.7,2461.88,2704.65,2133.28,3957.16,936.82,2828.11,1607.86,2713.67,2188.77,11872.27,15649.83,1438.81
2025-02-24,10703.29,7235.86,681.55,1894.72,1652.7,1888.41,7041.12,1118.69,2225.84,1741.17,1542.01,1210.36,4252.05,1085.67,7893.38,5455.46,10195.01,3247.41,7891.52,1693.64,8415.05,807.48,9556.77,1927.44,7135.85,1965.11,4660.63,1696.71,16630.17,2406.0,2704.22,2153.68,3966.96,939.34,2874.62,1596.28,2716.17,2178.33,11934.24,15757.47,1441.34
2025-02-25,10637.36,7210.6,680.39,1830.31,1635.52,1861.02,6985.94,1114.83,2229.52,1725.7,1519.48,1191.14,4211.95,1076.13,7841.66,5357.54,10005.21,3229.5,7789.06,1675.54,8237.22,795.22,9438.28,1921.05,7026.9,1965.75,4572.77,1663.63,16277.34,2394.8,2678.63,2112.76,3955.98,937.37,2854.33,1575.22,2700.29,2174.58,11735.67,15515.58,1438.15
2025-02-26,10713.97,7334.59,701.82,1832.37,1667.48,1856.11,7021.85,1131.03,2302.01,1748.08,1534.68,1198.72,4260.36,1077.52,7924.91,5360.83,10118.6,3353.02,7863.17,1685.18,8277.7,815.68,9519.5,1937.47,7063.29,2008.22,4590.94,1666.56,16418.33,2450.35,2701.85,2144.93,3971.21,986.79,2919.21,1645.8,2753.38,2209.66,11881.38,15677.69,1466.72
2025-02-27,10594.82,7300.73,708.4,1841.93,1671.64,1839.36,7112.33,1129.14,2273.0,1732.32,1502.8,1162.67,4253.37,1049.01,7935.79,5212.02,10371.95,3328.99,7884.73,1676.94,8080.59,814.23,9565.07,1925.23,7068.54,2007.81,4587.05,1671.0,15978.91,2467.93,2689.58,2151.82,3936.72,991.4,2941.39,1637.17,2767.19,2223.43,11876.55,16045.69,1464.19
2025-02-28,10288.33,6947.26,678.15,1746.38,1631.14,1802.06,7068.32,1100.1,2225.23,1690.79,1412.27,1096.73,4200.33,995.33,7871.9,4894.57,10341.07,3153.47,7722.14,1651.6,7663.96,788.78,9508.15,1901.27,6877.17,1969.47,4571.04,1598.44,15126.75,2364.3,2668.25,2082.88,3763.09,970.14,2895.53,1563.56,2690.42,2151.4,11512.44,16017.33,1438.4
2025-03-03,10332.55,6847.06,669.92,1774.99,1636.78,1818.32,7067.16,1107.62,2233.92,1723.74,1403.1,1077.34,4217.63,975.77,7896.95,4903.12,10201.19,3134.16,7763.0,1691.88,7674.13,785.75,9590.71,1906.81,6936.77,2014.4,4622.28,1608.7,15268.4,2349.82,2659.97,2076.37,3734.7,973.37,2908.08,1570.15,2778.4,2214.28,11396.55,15896.98,1459.23
2025-03-04,10635.72,7031.27,667.0,1774.04,1635.36,1860.84,7055.5,1126.16,2240.41,1734.24,1423.91,1092.97,4209.49,986.52,7882.28,4961.49,10068.57,3091.96,7782.7,1702.33,7773.11,789.78,9593.54,1885.11,7015.44,1987.87,4657.89,1625.37,15496.34,2345.81,2659.55,2063.82,3782.64,980.09,2899.97,1555.92,2727.13,2180.49,11571.62,15772.01,1443.57
2025-03-05,10668.84,7070.54,680.18,1778.66,1628.5,1904.38,7176.59,1121.58,2203.29,1724.78,1447.17,1108.45,4279.61,996.16,7992.49,5044.49,10080.9,3213.37,7721.72,1715.21,7883.31,789.41,9521.04,1873.56,6931.32,1964.51,4612.88,1626.75,15646.15,2404.46,2666.87,2081.73,3808.94,985.42,2858.04,1609.38,2704.89,2183.35,11623.58,15743.63,1432.9
2025-03-06,10831.14,7260.65,687.91,1869.67,1655.26,1921.42,7137.03,1140.43,2243.79,1746.41,1503.44,1131.62,4289.81,1016.18,8020.46,5288.01,10271.61,3361.86,7837.88,1740.16,8263.18,808.27,9560.37,1885.55,7080.84,1993.96,4629.46,1681.64,16588.89,2445.53,2660.18,2118.63,3870.22,981.74,2929.02,1683.12,2746.11,2217.94,11757.48,15975.77,1448.11
2025-03-07,10974.36,7158.47,690.73,1842.68,1638.76,1939.92,7146.73,1135.13,2225.58,1760.29,1479.26,1117.81,4291.34,999.86,8005.53,5203.12,10491.24,3343.32,7761.61,1764.88,8149.23,795.0,9524.57,1899.5,6987.63,1973.85,4638.79,1671.99,16354.68,2424.89,2651.32,2103.52,3818.03,995.01,2873.41,1683.0,2700.36,2194.28,11717.78,16117.69,1434.3
2025-03-10,11031.87,7147.28,673.79,1813.11,1640.7,1950.19,7081.99,1152.61,2239.95,1772.02,1463.25,1116.96,4309.8,996.5,8011.74,5085.83,10502.79,3252.19,7784.81,1783.44,7995.61,788.82,9601.73,1928.15,7035.42,1981.8,4647.69,1651.6,15852.28,2380.16,2645.4,2079.46,3815.18,986.6,2867.45,1635.94,2703.96,2199.77,11803.69,16085.29,1436.32
2025-03-11,11259.47,7100.72,683.58,1811.15,1643.36,1955.58,7135.29,1160.34,2247.28,1806.59,1458.95,1117.74,4320.21,992.99,8013.69,5098.28,10806.5,3298.68,7802.88,1793.75,7975.74,791.75,9642.22,1929.59,7030.14,1986.58,4722.86,1649.47,15830.52,2408.93,2653.71,2083.18,3801.81,1003.17,2868.81,1651.85,2706.35,2202.43,11787.85,16417.55,1440.29
2025-03-12,11214.98,7072.99,677.21,1838.46,1628.64,1982.68,7114.85,1166.1,2242.97,1794.5,1460.39,1128.96,4316.84,1003.63,8013.48,5117.59,10686.39,3259.01,7750.09,1789.48,8016.68,796.18,9616.06,1915.84,6961.58,1977.69,4696.08,1666.04,15869.19,2375.47,2669.68,2079.15,3786.18,1002.93,2855.03,1634.69,2700.74,2184.29,11744.07,16259.72,1436.52
2025-03-13,11190.11,6867.63,676.72,1803.8,1618.77,1989.74,7154.02,1157.72,2223.78,1770.65,1423.97,1108.43,4298.03,982.97,7968.9,4993.82,10663.97,3227.5,7723.03,1799.1,7851.73,791.08,9623.66,1998.59,6901.42,1964.99,4696.9,1650.34,15538.36,2372.17,2695.66,2077.81,3692.42,1014.6,2827.63,1616.93,2663.25,2160.79,11707.31,16239.93,1428.48
2025-03-14,11204.55,6996.78,702.23,1874.28,1657.61,2044.46,7243.35,1180.77,2262.85,1785.47,1449.98,1134.69,4328.69,1007.74,8082.78,5077.41,11200.06,3321.82,7907.49,1823.18,7998.04,816.95,9797.96,1995.14,7084.62,1998.8,4753.26,1696.7,15833.81,2469.96,2707.31,2188.52,3774.0,1009.36,2885.79,1666.12,2719.02,2214.02,11989.15,17024.03,1451.17
2025-03-17,11173.02,6971.68,702.52,1859.72,1659.07,2041.35,7266.5,1192.87,2277.15,1784.23,1444.86,1135.0,4373.04,1006.92,8081.47,5054.01,11203.22,3329.02,7897.58,1805.18,7982.89,807.72,9791.83,1987.56,7056.6,2000.17,4786.22,1693.17,15777.39,2464.72,2703.59,2194.35,3763.98,1004.02,2916.84,1677.67,2711.51,2197.52,12066.48,17011.72,1453.91
2025-03-18,11125.51,7013.14,723.05,1844.13,1690.62,2117.03,7257.87,1203.14,2290.27,1805.59,1459.38,1154.19,4410.46,1022.82,8071.06,5088.75,11113.92,3446.35,7984.61,1828.57,8011.37,808.89,9768.91,1977.27,7161.73,2006.27,4766.1,1695.31,15816.49,2530.35,2692.58,2194.69,3798.46,999.63,2902.09,1732.95,2722.27,2201.79,12194.85,16890.82,1457.41
2025-03-19,11020.07,6924.21,732.19,1806.96,1694.88,2145.22,7358.03,1197.21,2275.61,1800.2,1429.35,1122.76,4399.25,1001.08,8046.56,4980.19,10998.15,3440.14,7990.39,1829.92,7876.87,808.85,9765.79,1975.28,7134.17,2003.86,4759.32,1671.11,15546.55,2559.84,2729.4,2202.33,3742.27,997.16,2884.05,1727.69,2719.74,2214.56,12202.52,16770.17,1460.54
2025-03-20,11080.97,6862.72,738.64,1778.79,1682.8,2130.38,7317.13,1201.71,2252.58,1787.02,1412.05,1112.83,4376.71,990.72,8047.17,4911.19,10790.52,3369.98,7903.56,1824.5,7736.91,802.36,9749.08,1985.87,7033.17,1987.68,4727.05,1655.74,15334.94,2558.83,2729.37,2141.31,3711.7,1005.73,2878.89,1678.01,2694.78,2198.43,12049.64,16548.91,1450.35
2025-03-21,11011.63,6679.69,705.41,1734.91,1650.04,2072.18,7228.92,1186.68,2224.22,1743.58,1368.87,1089.05,4318.73,968.87,8029.11,4742.95,10651.35,3234.92,7781.75,1783.36,7483.61,789.3,9765.09,1977.99,6896.29,1960.72,4708.58,1619.99,14834.63,2460.23,2725.81,2117.96,3635.6,1013.15,2850.32,1630.21,2632.41,2129.12,11934.47,16325.39,1434.93
2025-03-24,10836.28,6722.19,700.88,1727.2,1642.68,2080.89,7292.92,1139.8,2212.04,1751.2,1372.07,1088.55,4353.38,973.62,8041.44,4701.45,10642.61,3279.26,7745.71,1812.86,7435.75,788.4,9786.35,1979.51,6842.22,1951.44,4714.91,1614.59,14652.87,2448.77,2732.96,2139.78,3649.74,1009.77,2803.02,1651.36,2618.43,2129.1,12059.11,16359.18,1430.09
2025-03-25,10796.37,6590.79,689.88,1688.57,1645.14,2089.76,7325.26,1137.19,2234.28,1748.09,1340.49,1071.15,4300.88,954.97,8045.03,4598.88,10624.9,3150.69,7779.38,1820.85,7288.09,785.24,9757.64,2019.68,6863.95,1968.51,4757.14,1596.04,14414.21,2403.72,2777.32,2136.18,3592.49,1006.73,2804.59,1591.76,2640.19,2120.21,11976.41,16363.39,1444.2
2025-03-26,10785.43,6593.87,693.58,1690.55,1641.51,2082.32,7219.57,1164.31,2261.0,1783.66,1337.86,1068.56,4291.0,952.28,8009.38,4593.22,10624.57,3188.7,7764.92,1810.39,7276.63,784.7,9724.63,2017.43,6829.55,1977.05,4814.25,1599.05,14417.75,2412.61,2759.19,2122.59,3593.18,1004.61,2824.19,1612.15,2641.92,2123.7,11954.12,16361.56,1448.24
2025-03-27,10728.18,6665.29,732.85,1688.77,1701.08,2073.31,7252.34,1156.07,2224.44,1757.47,1339.62,1063.42,4307.19,948.54,7927.17,4575.96,10732.24,3218.66,7931.23,1791.19,7287.63,785.85,9804.27,1998.44,6928.77,1956.48,4819.38,1598.11,14417.25,2532.72,2724.94,2140.49,3610.6,991.9,2822.28,1617.2,2637.37,2128.79,11987.12,16526.15,1434.75
2025-03-28,10635.56,6565.74,746.36,1694.52,1703.48,2103.31,7228.54,1130.26,2205.18,1747.17,1331.25,1059.61,4286.09,946.8,7860.0,4555.42,10644.21,3190.7,7900.64,1791.87,7250.52,785.4,9726.22,1962.33,6848.69,1938.31,4750.87,1594.61,14316.31,2551.74,2712.66,2134.49,3583.96,982.44,2810.03,1606.88,2618.49,2106.44,11883.17,16384.4,1425.6
2025-03-31,10465.25,6574.52,742.31,1670.14,1686.23,2121.09,7250.62,1116.12,2138.93,1700.31,1332.52,1059.31,4274.4,944.5,7698.26,4567.14,10477.14,3125.8,7824.91,1777.22,7216.16,770.73,9649.07,1939.04,6762.83,1892.94,4686.09,1571.58,14266.97,2536.78,2724.33,2130.51,3556.91,969.36,2759.62,1570.65,2562.33,2074.52,11882.78,16232.95,1397.76
2025-04-01,10588.27,6577.95,775.01,1668.62,1759.86,2113.93,7211.24,1139.51,2165.34,1709.86,1322.55,1055.66,4328.72,942.33,7763.38,4525.58,10483.4,3131.57,8059.69,1779.98,7145.37,769.09,9868.24,1968.33,6918.4,1904.96,4729.59,1577.14,14080.31,2624.77,2774.81,2132.07,3541.71,983.71,2768.44,1573.6,2573.81,2059.25,11749.11,16339.54,1406.6
2025-04-02,10469.74,6566.53,771.24,1675.34,1744.15,2074.66,7275.8,1144.26,2160.26,1714.28,1327.8,1064.73,4356.94,946.18,7801.8,4552.98,10449.36,3123.9,7979.82,1762.18,7179.5,773.23,9823.61,1964.33,6852.23,1901.98,4731.26,1585.54,14174.3,2617.41,2748.96,2141.19,3540.53,976.53,2760.27,1570.04,2585.71,2064.78,11816.36,16295.04,1403.64
2025-04-03,10421.05,6527.18,759.98,1671.86,1737.57,2067.44,7295.35,1145.36,2114.0,1703.32,1302.0,1028.8,4284.87,904.3,7780.91,4503.0,10615.69,3070.69,7942.78,1737.0,7127.3,771.85,9893.66,1963.45,6760.2,1872.24,4796.16,1569.38,14123.29,2580.63,2788.56,2134.52,3421.69,982.49,2790.76,1542.29,2517.94,2037.37,11456.76,16490.65,1390.96
2025-04-07,9504.17,5926.73,604.16,1436.55,1586.05,1889.1,6958.91,995.62,1867.77,1573.68,1145.35,903.64,3812.59,797.03,7188.89,3959.82,10153.83,2511.76,7395.47,1588.93,6375.57,694.71,9237.51,1805.13,6155.11,1662.43,4666.37,1377.04,12500.15,2084.11,2645.69,1988.93,3065.02,888.95,2541.63,1299.34,2173.32,1800.41,10381.31,15718.28,1256.87
2025-04-08,9695.71,5933.48,623.13,1457.56,1584.3,1917.56,7074.71,1005.14,1877.81,1583.21,1135.11,879.75,3879.39,766.36,7418.58,3968.3,10424.93,2597.48,7452.79,1584.28,6410.27,705.84,9451.83,1858.7,6187.94,1679.67,4998.45,1383.91,12632.12,2151.02,2715.4,2022.92,2987.89,894.27,2606.23,1337.9,2171.14,1799.03,10352.4,16277.14,1277.03
2025-04-09,10217.9,6230.59,629.63,1505.59,1575.09,1962.49,7011.29,1039.73,1893.63,1613.75,1173.8,899.25,3908.18,779.65,7577.04,4110.83,10602.5,2668.03,7462.85,1604.89,6647.01,719.68,9552.61,1858.97,6219.21,1686.49,5021.76,1411.21,13096.55,2180.71,2725.89,2012.89,3068.8,900.05,2726.62,1370.37,2193.02,1803.78,10459.38,16603.07,1284.2
2025-04-10,10342.17,6299.73,645.84,1540.45,1613.69,2064.34,7057.2,1077.09,1942.47,1629.21,1200.45,932.02,3985.33,814.36,7643.61,4192.06,10630.47,2733.51,7573.88,1658.51,6742.78,729.87,9650.36,1866.59,6326.81,1720.66,5048.66,1456.21,13219.55,2239.77,2726.54,2037.69,3160.15,916.79,2788.61,1395.07,2256.59,1854.84,10728.41,16713.62,1302.29
2025-04-11,10462.74,6600.94,675.69,1534.29,1624.48,2133.11,7075.79,1085.18,1942.53,1628.67,1222.81,950.1,4040.37,831.63,7636.28,4236.15,10510.66,2817.51,7566.71,1674.05,6799.93,731.42,9599.24,1852.67,6320.41,1728.9,4922.41,1461.35,13329.56,2333.18,2709.13,2029.96,3266.48,917.0,2757.01,1407.65,2287.95,1888.11,10759.08,16530.18,1307.39
2025-04-14,10479.24,6607.82,707.89,1559.34,1645.42,2232.11,7118.92,1114.39,1954.93,1636.83,1232.29,958.41,4133.17,837.1,7638.24,4261.91,10394.44,2886.03,7596.12,1712.04,6819.19,731.84,9618.44,1900.64,6332.22,1742.09,4952.08,1494.64,13420.43,2432.15,2742.99,2044.85,3278.2,930.12,2764.44,1437.72,2299.81,1898.97,10700.6,16522.89,1314.61
2025-04-15,10291.52,6535.2,700.8,1572.8,1637.6,2235.22,7227.29,1122.19,1946.06,1620.78,1222.45,948.95,4150.34,826.54,7613.63,4228.83,10413.58,2868.93,7584.61,1700.93,6768.4,729.51,9716.86,1898.72,6299.86,1742.75,4918.49,1504.47,13256.44,2403.28,2758.28,2060.2,3230.55,920.19,2736.32,1441.85,2301.53,1898.92,10778.81,16605.83,1317.07
2025-04-16,10249.01,6589.1,676.09,1552.46,1625.57,2293.26,7300.6,1099.83,1934.63,1608.61,1212.37,930.32,4109.62,807.93,7620.74,4169.61,10445.49,2755.39,7552.15,1700.89,6707.01,728.08,9689.34,1903.06,6239.22,1730.58,4897.46,1477.18,13138.54,2322.25,2770.39,2067.03,3209.38,914.52,2745.08,1388.19,2264.46,1870.96,10681.68,16694.57,1311.23
